epoch,train.loss,train.fpr,train.fnr,val.loss,val.fpr,val.fnr
34,0.5905801653862,0.0,0.782608695652174,0.6480814218521118,0.0,1.0
35,0.5373566746711731,0.0,0.6086956521739131,0.67936772108078,0.2857142857142857,1.0
36,0.4535335302352905,0.15384615384615385,0.2608695652173913,0.6940210461616516,0.0,1.0
37,0.40646493434906006,0.07692307692307693,0.34782608695652173,0.8486730456352234,0.0,1.0
38,0.4725778102874756,0.07692307692307693,0.43478260869565216,0.847511887550354,0.5714285714285714,0.6666666666666666
39,0.5441654920578003,0.4230769230769231,0.08695652173913043,1.225417137145996,0.0,1.0
40,0.5176448822021484,0.0,0.43478260869565216,0.7391975522041321,0.42857142857142855,0.6666666666666666
41,0.491448312997818,0.2692307692307692,0.17391304347826086,0.6416226625442505,0.0,1.0
42,0.3604726493358612,0.0,0.2608695652173913,0.7374778985977173,0.0,1.0
43,0.37443938851356506,0.15384615384615385,0.2608695652173913,0.7835640907287598,0.14285714285714285,1.0
44,0.3244841694831848,0.15384615384615385,0.21739130434782608,0.9389966726303101,0.0,1.0
45,0.3008641302585602,0.038461538461538464,0.21739130434782608,1.0209877490997314,0.0,1.0
46,0.30730944871902466,0.038461538461538464,0.17391304347826086,0.8697004318237305,0.14285714285714285,1.0
47,0.239542156457901,0.038461538461538464,0.13043478260869565,1.0901532173156738,0.14285714285714285,1.0
48,0.09140338748693466,0.0,0.08695652173913043,1.501370906829834,0.14285714285714285,1.0
49,33.145599365234375,0.0,0.17391304347826086,3882.875,1.0,0.0
50,334.6281433105469,0.9230769230769231,0.0,2248.066162109375,0.0,1.0
51,2853.280029296875,0.0,1.0,39775906037760.0,1.0,0.0
52,33627024916480.0,1.0,0.0,nan,0.0,1.0
53,nan,0.0,1.0,nan,0.0,1.0
54,nan,0.0,1.0,nan,0.0,1.0
55,nan,0.0,1.0,nan,0.0,1.0
56,nan,0.0,1.0,nan,0.0,1.0
57,nan,0.0,1.0,nan,0.0,1.0
58,nan,0.0,1.0,nan,0.0,1.0
59,nan,0.0,1.0,nan,0.0,1.0
60,nan,0.0,1.0,nan,0.0,1.0
61,nan,0.0,1.0,nan,0.0,1.0
62,nan,0.0,1.0,nan,0.0,1.0
63,nan,0.0,1.0,nan,0.0,1.0
64,nan,0.0,1.0,nan,0.0,1.0
65,nan,0.0,1.0,nan,0.0,1.0
66,nan,0.0,1.0,nan,0.0,1.0
67,nan,0.0,1.0,nan,0.0,1.0
68,nan,0.0,1.0,nan,0.0,1.0
69,nan,0.0,1.0,nan,0.0,1.0
70,nan,0.0,1.0,nan,0.0,1.0
71,nan,0.0,1.0,nan,0.0,1.0
72,nan,0.0,1.0,nan,0.0,1.0
73,nan,0.0,1.0,nan,0.0,1.0
74,nan,0.0,1.0,nan,0.0,1.0
75,nan,0.0,1.0,nan,0.0,1.0
76,nan,0.0,1.0,nan,0.0,1.0
77,nan,0.0,1.0,nan,0.0,1.0
78,nan,0.0,1.0,nan,0.0,1.0
79,nan,0.0,1.0,nan,0.0,1.0
80,nan,0.0,1.0,nan,0.0,1.0
81,nan,0.0,1.0,nan,0.0,1.0
82,nan,0.0,1.0,nan,0.0,1.0
83,nan,0.0,1.0,nan,0.0,1.0
84,nan,0.0,1.0,nan,0.0,1.0
85,nan,0.0,1.0,nan,0.0,1.0
86,nan,0.0,1.0,nan,0.0,1.0
87,nan,0.0,1.0,nan,0.0,1.0
88,nan,0.0,1.0,nan,0.0,1.0
89,nan,0.0,1.0,nan,0.0,1.0
90,nan,0.0,1.0,nan,0.0,1.0
91,nan,0.0,1.0,nan,0.0,1.0
92,nan,0.0,1.0,nan,0.0,1.0
93,nan,0.0,1.0,nan,0.0,1.0
94,nan,0.0,1.0,nan,0.0,1.0
95,nan,0.0,1.0,nan,0.0,1.0
96,nan,0.0,1.0,nan,0.0,1.0
97,nan,0.0,1.0,nan,0.0,1.0
98,nan,0.0,1.0,nan,0.0,1.0
99,nan,0.0,1.0,nan,0.0,1.0
100,nan,0.0,1.0,nan,0.0,1.0
